season,team,conference,totalPlays,passingPlays,rushingPlays
2015,Arizona,Pac-12,979,482.0,481.0
2015,Arizona State,Pac-12,1073,557.0,489.0
2015,Arkansas,SEC,869,371.0,489.0
2015,Arkansas State,Sun Belt,953,385.0,557.0
2015,Army,FBS Independents,705,119.0,579.0
2015,Auburn,SEC,907,328.0,556.0
2015,Ball State,Mid-American,884,458.00000000000006,410.0
2015,Baylor,Big 12,1083,396.0,679.0
2015,Boise State,Mountain West,1072,536.0,510.0
2015,Boston College,ACC,736,261.0,469.0
2015,Bowling Green,Mid-American,1075,592.0,475.0
2015,Buffalo,Mid-American,796,419.0,364.0
2015,BYU,FBS Independents,907,524.0,369.0
2015,California,Pac-12,978,562.0,398.0
2015,Central Michigan,Mid-American,841,480.0,347.0
2015,Charlotte,Conference USA,919,397.0,508.0
2015,Cincinnati,American Athletic,1045,555.0,468.0
2015,Clemson,ACC,1197,527.0,642.0
2015,Colorado,Pac-12,902,444.0,442.0
2015,Colorado State,Mountain West,905,396.0,493.0
2015,Connecticut,American Athletic,805,369.0,418.99999999999994
2015,Duke,ACC,1027,517.0,484.0
2015,East Carolina,American Athletic,872,486.00000000000006,375.0
2015,Eastern Michigan,Mid-American,815,413.99999999999994,389.0
2015,Florida,SEC,895,440.0,449.0
2015,Florida Atlantic,Conference USA,877,405.0,451.99999999999994
2015,Florida International,Conference USA,742,415.0,316.0
2015,Florida State,ACC,838,433.0,382.0
2015,Fresno State,Mountain West,812,418.0,385.0
2015,Georgia,SEC,809,331.0,460.0
2015,Georgia Southern,Sun Belt,834,137.0,682.0
2015,Georgia State,Sun Belt,890,509.99999999999994,368.0
2015,Georgia Tech,ACC,750,200.0,542.0
2015,Hawai'i,Mountain West,754,400.00000000000006,348.0
2015,Houston,American Athletic,1078,448.00000000000006,617.0
2015,Illinois,Big Ten,893,527.0,350.0
2015,Indiana,Big Ten,1043,451.0,568.0
2015,Iowa,Big Ten,926,388.0,522.0
2015,Iowa State,Big 12,893,442.0,437.0
2015,Kansas,Big 12,866,470.0,389.0
2015,Kansas State,Big 12,872,370.0,483.00000000000006
2015,Kent State,Mid-American,660,292.0,362.0
2015,Kentucky,SEC,822,423.0,382.0
2015,Liberty,FBS Independents,142,64.0,75.0
2015,Louisiana,Sun Belt,814,396.0,407.0
2015,Louisiana Monroe,Sun Belt,886,503.0,373.0
2015,Louisiana Tech,Conference USA,893,477.0,394.0
2015,Louisville,ACC,892,440.0,436.0
2015,LSU,SEC,780,290.0,477.00000000000006
2015,Marshall,Conference USA,951,480.0,453.0
2015,Maryland,Big Ten,825,405.0,409.0
2015,Memphis,American Athletic,1024,471.0,530.0
2015,Miami,ACC,877,453.0,396.0
2015,Miami (OH),Mid-American,790,394.0,386.0
2015,Michigan,Big Ten,912,428.0,464.99999999999994
2015,Michigan State,Big Ten,979,454.0,512.0
2015,Middle Tennessee,Conference USA,963,502.0,451.0
2015,Minnesota,Big Ten,867,438.0,413.0
2015,Mississippi State,SEC,909,519.0,376.0
2015,Missouri,SEC,766,391.00000000000006,359.0
2015,Navy,American Athletic,856,134.0,709.0
2015,NC State,ACC,925,434.0,485.99999999999994
2015,Nebraska,Big Ten,954,460.0,473.0
2015,Nevada,Mountain West,880,341.0,522.0
2015,New Mexico,Mountain West,853,237.00000000000003,608.0
2015,New Mexico State,FBS Independents,881,478.00000000000006,393.0
2015,North Carolina,ACC,925,415.0,490.0
2015,Northern Illinois,Mid-American,1018,417.0,587.0
2015,North Texas,Conference USA,815,416.00000000000006,390.0
2015,Northwestern,Big Ten,950,370.0,562.0
2015,Notre Dame,FBS Independents,861,402.0,444.0
2015,Ohio,Mid-American,940,424.0,501.0
2015,Ohio State,Big Ten,875,327.0,538.0
2015,Oklahoma,Big 12,1008,469.0,520.0
2015,Oklahoma State,Big 12,975,540.0,418.0
2015,Old Dominion,Conference USA,823,453.0,359.0
2015,Ole Miss,SEC,941,489.0,433.0
2015,Oregon,Pac-12,996,404.0,571.0
2015,Oregon State,Pac-12,786,357.0,419.0
2015,Penn State,Big Ten,836,437.0,381.0
2015,Pittsburgh,ACC,846,360.0,471.0
2015,Purdue,Big Ten,897,524.0,368.0
2015,Rice,Conference USA,830,373.0,448.0
2015,Rutgers,Big Ten,797,349.0,435.99999999999994
2015,San Diego State,Mountain West,919,258.0,644.0
2015,San José State,Mountain West,906,415.0,478.0
2015,SMU,American Athletic,832,393.0,431.0
2015,South Alabama,Sun Belt,820,378.0,428.0
2015,South Carolina,SEC,778,368.0,389.99999999999994
2015,Southern Mississippi,Conference USA,1020,544.0,462.0
2015,South Florida,American Athletic,887,311.0,561.0
2015,Stanford,Pac-12,918,332.0,568.0
2015,Syracuse,ACC,745,315.0,414.0
2015,TCU,Big 12,1075,525.0,529.0
2015,Temple,American Athletic,954,447.0,483.0
2015,Tennessee,SEC,988,385.0,582.0
2015,Texas,Big 12,772,277.0,482.0
2015,Texas A&M,SEC,983,508.0,453.0
2015,Texas State,Sun Belt,799,395.0,395.0
2015,Texas Tech,Big 12,1071,628.0,427.00000000000006
2015,Toledo,Mid-American,826,372.0,434.99999999999994
2015,Troy,Sun Belt,791,426.0,349.0
2015,Tulane,American Athletic,792,418.0,361.0
2015,Tulsa,American Athletic,1069,518.0,533.0
2015,UCF,American Athletic,774,433.99999999999994,326.0
2015,UCLA,Pac-12,970,513.0,436.0
2015,UMass,FBS Independents,881,513.0,356.0
2015,UNLV,Mountain West,851,382.0,456.99999999999994
2015,USC,Pac-12,987,493.0,481.0
2015,Utah,Pac-12,925,370.0,532.0
2015,Utah State,Mountain West,869,407.0,451.0
2015,UTEP,Conference USA,750,346.0,389.00000000000006
2015,UT San Antonio,Conference USA,851,395.0,445.00000000000006
2015,Vanderbilt,SEC,859,394.0,452.0
2015,Virginia,ACC,824,415.00000000000006,392.0
2015,Virginia Tech,ACC,942,414.0,505.0
2015,Wake Forest,ACC,826,447.0,369.0
2015,Washington,Pac-12,869,422.0,432.0
2015,Washington State,Pac-12,1021,757.0,244.0
2015,Western Kentucky,Conference USA,955,533.0,407.0
2015,Western Michigan,Mid-American,851,394.0,439.0
2015,West Virginia,Big 12,1044,451.0,572.0
2015,Wisconsin,Big Ten,929,426.0,485.0
2015,Wyoming,Mountain West,761,326.0,432.0
2016,Air Force,Mountain West,869,155.0,692.0
2016,Akron,Mid-American,766,410.99999999999994,344.0
2016,Alabama,SEC,1049,434.0,593.0
2016,Appalachian State,Sun Belt,824,307.0,503.0
2016,Arizona,Pac-12,666,267.0,391.0
2016,Arizona State,Pac-12,900,455.0,421.0
2016,Arkansas,SEC,911,434.0,464.0
2016,Arkansas State,Sun Belt,903,418.0,470.0
2016,Army,FBS Independents,838,122.0,710.0
2016,Auburn,SEC,939,302.0,609.0
2016,Ball State,Mid-American,934,440.0,479.0
2016,Baylor,Big 12,1077,485.0,581.9999999999999
2016,Boise State,Mountain West,882,413.0,459.0
2016,Boston College,ACC,855,317.0,526.0
2016,Bowling Green,Mid-American,859,424.0,425.0
2016,Buffalo,Mid-American,812,407.0,394.0
2016,BYU,FBS Independents,870,393.0,459.00000000000006
2016,California,Pac-12,1034,619.0,393.0
2016,Central Michigan,Mid-American,854,490.0,356.0
2016,Charlotte,Conference USA,797,392.0,397.0
2016,Cincinnati,American Athletic,837,465.0,358.0
2016,Clemson,ACC,1191,624.0,552.0
2016,Colorado,Pac-12,1035,468.0,550.0
2016,Colorado State,Mountain West,829,338.0,482.00000000000006
2016,Connecticut,American Athletic,786,405.0,368.0
2016,Duke,ACC,821,437.0,380.0
2016,East Carolina,American Athletic,952,567.0,365.0
2016,Eastern Michigan,Mid-American,985,520.0,446.0
2016,Florida,SEC,861,431.0,408.0
2016,Florida Atlantic,Conference USA,762,358.0,393.0
2016,Florida International,Conference USA,821,423.99999999999994,384.0
2016,Florida State,ACC,931,441.0,469.0
2016,Fresno State,Mountain West,839,426.00000000000006,398.0
2016,Georgia,SEC,912,402.0,493.00000000000006
2016,Georgia Southern,Sun Belt,867,272.0,577.0
2016,Georgia State,Sun Belt,743,427.0,305.0
2016,Georgia Tech,ACC,745,169.0,561.0
2016,Hawai'i,Mountain West,901,452.0,438.0
2016,Houston,American Athletic,1075,546.0,512.0
2016,Illinois,Big Ten,703,365.99999999999994,324.0
2016,Indiana,Big Ten,988,475.0,495.99999999999994
2016,Iowa,Big Ten,802,331.0,461.0
2016,Iowa State,Big 12,852,421.0,414.0
2016,Kansas,Big 12,859,484.0,363.0
2016,Kansas State,Big 12,865,326.0,522.0
2016,Kent State,Mid-American,628,256.0,360.0
2016,Kentucky,SEC,859,328.0,515.0
2016,Liberty,FBS Independents,131,67.0,64.0
2016,Louisiana,Sun Belt,923,373.0,532.0
2016,Louisiana Monroe,Sun Belt,855,375.0,469.0
2016,Louisiana Tech,Conference USA,950,554.0,373.0
2016,Louisville,ACC,948,471.0,457.0
2016,LSU,SEC,742,307.0,424.0
2016,Marshall,Conference USA,677,395.99999999999994,279.0
2016,Maryland,Big Ten,868,382.0,475.99999999999994
2016,Memphis,American Athletic,963,506.0,436.0
2016,Miami,ACC,859,442.00000000000006,397.0
2016,Miami (OH),Mid-American,822,388.0,423.0
2016,Michigan,Big Ten,934,379.0,535.0
2016,Michigan State,Big Ten,828,378.0,435.0
2016,Middle Tennessee,Conference USA,893,514.0,363.0
2016,Minnesota,Big Ten,882,331.0,529.0
2016,Mississippi State,SEC,935,420.0,504.0
2016,Missouri,SEC,923,447.0,470.0
2016,Navy,American Athletic,879,180.0,691.0
2016,NC State,ACC,923,446.0,468.0
2016,Nebraska,Big Ten,905,405.0,489.00000000000006
2016,Nevada,Mountain West,733,320.0,404.00000000000006
2016,New Mexico,Mountain West,852,190.0,650.0
2016,New Mexico State,FBS Independents,846,447.00000000000006,385.0
2016,North Carolina,ACC,847,461.0,369.0
2016,Northern Illinois,Mid-American,848,373.0,464.0
2016,North Texas,Conference USA,845,468.0,368.0
2016,Northwestern,Big Ten,972,513.0,450.0
2016,Notre Dame,FBS Independents,819,411.0,392.0
2016,Ohio,Mid-American,990,451.0,510.0
2016,Ohio State,Big Ten,975,425.0,533.0
2016,Oklahoma,Big 12,945,395.0,540.0
2016,Oklahoma State,Big 12,953,483.0,450.0
2016,Old Dominion,Conference USA,796,355.0,429.99999999999994
2016,Ole Miss,SEC,906,494.0,390.0
2016,Oregon,Pac-12,872,410.0,452.0
2016,Oregon State,Pac-12,803,381.0,410.00000000000006
2016,Penn State,Big Ten,929,406.0,502.0
2016,Pittsburgh,ACC,849,328.0,510.99999999999994
2016,Purdue,Big Ten,908,575.0,323.0
2016,Rice,Conference USA,871,428.0,434.0
2016,Rutgers,Big Ten,809,352.0,446.0
2016,San Diego State,Mountain West,828,249.0,559.0
2016,San José State,Mountain West,844,407.0,421.0
2016,SMU,American Athletic,930,472.00000000000006,439.0
2016,South Alabama,Sun Belt,861,427.0,423.0
2016,South Carolina,SEC,869,434.0,421.0
2016,Southern Mississippi,Conference USA,1002,488.0,497.0
2016,South Florida,American Athletic,841,334.0,498.00000000000006
2016,Stanford,Pac-12,823,328.0,475.00000000000006
2016,Syracuse,ACC,950,543.0,399.0
2016,TCU,Big 12,985,521.0,446.0
2016,Temple,American Athletic,973,424.0,525.0
2016,Tennessee,SEC,878,389.0,478.0
2016,Texas,Big 12,984,411.0,556.0
2016,Texas A&M,SEC,933,467.00000000000006,449.0
2016,Texas State,Sun Belt,812,433.99999999999994,371.0
2016,Texas Tech,Big 12,1035,668.0,352.0
2016,Toledo,Mid-American,850,395.0,442.0
2016,Troy,Sun Belt,820,410.0,395.0
2016,Tulane,American Athletic,833,272.0,550.0
2016,Tulsa,American Athletic,1104,455.0,628.0
2016,UCF,American Athletic,882,421.0,444.0
2016,UCLA,Pac-12,836,507.0,315.0
2016,UMass,FBS Independents,783,462.0,313.0
2016,UNLV,Mountain West,815,300.0,500.0
2016,USC,Pac-12,958,470.0,470.0
2016,Utah,Pac-12,957,416.0,520.0
2016,Utah State,Mountain West,791,399.99999999999994,379.0
2016,UTEP,Conference USA,655,317.0,335.0
2016,UT San Antonio,Conference USA,800,375.0,415.00000000000006
2016,Vanderbilt,SEC,884,415.0,452.99999999999994
2016,Virginia,ACC,844,505.0,334.0
2016,Virginia Tech,ACC,1068,468.0,579.0
2016,Wake Forest,ACC,890,383.0,485.0
2016,Washington,Pac-12,933,427.0,490.00000000000006
2016,Washington State,Pac-12,1019,680.0,329.0
2016,Western Kentucky,Conference USA,881,433.0,427.0
2016,Western Michigan,Mid-American,964,368.0,577.0
2016,West Virginia,Big 12,965,423.0,527.0
2016,Wisconsin,Big Ten,978,338.0,621.0
2016,Wyoming,Mountain West,926,379.0,536.0
2017,Air Force,Mountain West,877,160.0,708.0
2017,Akron,Mid-American,877,462.00000000000006,409.0
2017,Alabama,SEC,945,355.0,571.0
2017,Appalachian State,Sun Belt,870,353.0,499.99999999999994
2017,Arizona,Pac-12,890,306.0,569.0
2017,Arizona State,Pac-12,980,446.0,515.0
2017,Arkansas,SEC,784,361.0,417.0
2017,Arkansas State,Sun Belt,974,533.0,424.0
2017,Army,FBS Independents,828,65.0,760.0
2017,Auburn,SEC,1010,406.0,582.0
2017,Ball State,Mid-American,883,422.0,452.00000000000006
2017,Baylor,Big 12,872,486.00000000000006,366.0
2017,Boise State,Mountain West,979,464.0,496.00000000000006
2017,Boston College,ACC,968,372.0,583.0
2017,Bowling Green,Mid-American,841,432.99999999999994,391.0
2017,Buffalo,Mid-American,824,408.0,401.0
2017,BYU,FBS Independents,804,424.99999999999994,365.0
2017,California,Pac-12,905,506.00000000000006,379.0
2017,Central Michigan,Mid-American,902,479.99999999999994,415.0
2017,Charlotte,Conference USA,742,337.0,401.00000000000006
2017,Cincinnati,American Athletic,790,436.00000000000006,344.0
2017,Clemson,ACC,1027,480.0,535.0
2017,Coastal Carolina,Sun Belt,733,325.0,397.0
2017,Colorado,Pac-12,911,442.0,453.0
2017,Colorado State,Mountain West,971,461.0,495.0
2017,Connecticut,American Athletic,891,438.0,442.0
2017,Duke,ACC,992,476.0,498.00000000000006
2017,East Carolina,American Athletic,924,543.0,365.0
2017,Eastern Michigan,Mid-American,844,441.0,389.0
2017,Florida,SEC,714,341.0,356.0
2017,Florida Atlantic,Conference USA,1021,365.0,640.0
2017,Florida International,Conference USA,874,407.0,450.99999999999994
2017,Florida State,ACC,802,368.0,417.99999999999994
2017,Fresno State,Mountain West,953,432.0,496.0
2017,Georgia,SEC,970,317.0,632.0
2017,Georgia Southern,Sun Belt,822,217.0,590.0
2017,Georgia State,Sun Belt,674,341.0,326.0
2017,Georgia Tech,ACC,735,138.0,589.0
2017,Hawai'i,Mountain West,823,440.0,379.0
2017,Houston,American Athletic,838,416.0,412.0
2017,Illinois,Big Ten,722,371.0,339.0
2017,Indiana,Big Ten,944,518.0,410.0
2017,Iowa,Big Ten,805,362.0,431.0
2017,Iowa State,Big 12,902,486.0,399.0
2017,Kansas,Big 12,853,479.0,357.0
2017,Kansas State,Big 12,794,286.0,487.0
2017,Kent State,Mid-American,739,271.0,459.0
2017,Kentucky,SEC,816,353.0,441.99999999999994
2017,Liberty,FBS Independents,106,60.0,42.0
2017,Louisiana,Sun Belt,769,379.0,379.0
2017,Louisiana Monroe,Sun Belt,851,412.0,429.99999999999994
2017,Louisiana Tech,Conference USA,917,434.0,458.0
2017,Louisville,ACC,946,477.99999999999994,451.0
2017,LSU,SEC,858,323.0,519.0
2017,Marshall,Conference USA,872,432.0,430.0
2017,Maryland,Big Ten,743,337.0,395.0
2017,Memphis,American Athletic,925,491.0,419.0
2017,Miami,ACC,837,446.0,373.0
2017,Miami (OH),Mid-American,821,403.0,406.0
2017,Michigan,Big Ten,865,369.0,475.99999999999994
2017,Michigan State,Big Ten,952,435.0,502.0
2017,Middle Tennessee,Conference USA,886,478.99999999999994,391.0
2017,Minnesota,Big Ten,750,251.0,484.99999999999994
2017,Mississippi State,SEC,980,360.0,606.0
2017,Missouri,SEC,905,434.0,452.0
2017,Navy,American Athletic,826,99.0,717.0
2017,NC State,ACC,960,486.0,463.0
2017,Nebraska,Big Ten,822,471.99999999999994,336.0
2017,Nevada,Mountain West,801,455.99999999999994,336.0
2017,New Mexico,Mountain West,762,250.0,502.0
2017,New Mexico State,FBS Independents,980,645.0,322.0
2017,North Carolina,ACC,815,427.0,379.0
2017,Northern Illinois,Mid-American,934,416.0,508.0
2017,North Texas,Conference USA,1012,525.0,466.0
2017,Northwestern,Big Ten,1026,499.0,513.0
2017,Notre Dame,FBS Independents,909,373.0,522.0
2017,Ohio,Mid-American,803,300.0,487.0
2017,Ohio State,Big Ten,1009,448.0,544.0
2017,Oklahoma,Big 12,970,447.0,507.00000000000006
2017,Oklahoma State,Big 12,997,510.00000000000006,464.0
2017,Old Dominion,Conference USA,801,356.0,429.0
2017,Ole Miss,SEC,800,449.0,332.0
2017,Oregon,Pac-12,928,333.0,585.0
2017,Oregon State,Pac-12,756,364.0,378.99999999999994
2017,Penn State,Big Ten,924,491.99999999999994,423.0
2017,Pittsburgh,ACC,800,382.0,407.0
2017,Purdue,Big Ten,862,485.0,362.0
2017,Rice,Conference USA,701,262.0,435.99999999999994
2017,Rutgers,Big Ten,696,282.0,407.0
2017,San Diego State,Mountain West,832,281.0,539.0
2017,San José State,Mountain West,879,437.0,428.0
2017,SMU,American Athletic,960,491.0,454.0
2017,South Alabama,Sun Belt,778,419.00000000000006,343.0
2017,South Carolina,SEC,801,420.99999999999994,365.0
2017,Southern Mississippi,Conference USA,917,438.0,461.99999999999994
2017,South Florida,American Athletic,998,376.0,600.0
2017,Stanford,Pac-12,852,377.0,452.99999999999994
2017,Syracuse,ACC,1030,575.0,433.0
2017,TCU,Big 12,949,437.0,497.00000000000006
2017,Temple,American Athletic,914,465.99999999999994,429.0
2017,Tennessee,SEC,720,342.0,364.0
2017,Texas,Big 12,993,517.0,464.0
2017,Texas A&M,SEC,949,470.0,462.0
2017,Texas State,Sun Belt,757,347.0,401.0
2017,Texas Tech,Big 12,981,553.0,416.0
2017,Toledo,Mid-American,978,437.0,516.0
2017,Troy,Sun Belt,798,430.0,358.0
2017,Tulane,American Athletic,741,243.0,489.0
2017,Tulsa,American Athletic,873,310.0,551.0
2017,UAB,Conference USA,860,353.0,494.0
2017,UCF,American Athletic,907,423.0,471.0
2017,UCLA,Pac-12,927,552.0,357.0
2017,UMass,FBS Independents,853,474.00000000000006,366.0
2017,UNLV,Mountain West,823,317.0,483.0
2017,USC,Pac-12,1015,505.0,498.0
2017,Utah,Pac-12,954,452.0,472.0
2017,Utah State,Mountain West,900,441.0,439.0
2017,UTEP,Conference USA,662,349.0,309.0
2017,UT San Antonio,Conference USA,749,322.0,407.0
2017,Vanderbilt,SEC,739,410.0,325.0
2017,Virginia,ACC,891,531.0,351.0
2017,Virginia Tech,ACC,984,422.0,545.0
2017,Wake Forest,ACC,961,434.0,504.99999999999994
2017,Washington,Pac-12,816,353.0,450.00000000000006
2017,Washington State,Pac-12,1014,739.0,255.0
2017,Western Kentucky,Conference USA,933,597.0,327.0
2017,Western Michigan,Mid-American,845,307.0,523.0
2017,West Virginia,Big 12,915,484.0,420.0
2017,Wisconsin,Big Ten,949,342.0,591.0
2017,Wyoming,Mountain West,793,366.0,412.0
2018,Air Force,Mountain West,852,170.0,672.0
2018,Akron,Mid-American,752,394.0,342.0
2018,Alabama,SEC,993,440.0,538.0
2018,Appalachian State,Sun Belt,845,328.0,505.00000000000006
2018,Arizona,Pac-12,872,396.0,457.00000000000006
2018,Arizona State,Pac-12,896,399.0,478.00000000000006
2018,Arkansas,SEC,806,391.0,396.0
2018,Arkansas State,Sun Belt,966,484.0,468.0
2018,Army,FBS Independents,891,96.0,787.0
2018,Auburn,SEC,886,396.0,474.00000000000006
2018,Ball State,Mid-American,902,486.0,405.0
2018,Baylor,Big 12,972,510.99999999999994,446.0
2018,Boise State,Mountain West,962,475.0,475.0
2018,Boston College,ACC,867,351.0,508.99999999999994
2018,Bowling Green,Mid-American,807,423.99999999999994,376.0
2018,Buffalo,Mid-American,990,425.0,555.0
2018,BYU,FBS Independents,835,384.0,440.00000000000006
2018,California,Pac-12,882,431.0,439.0
2018,Central Michigan,Mid-American,792,389.0,391.0
2018,Charlotte,Conference USA,757,316.0,426.0
2018,Cincinnati,American Athletic,943,387.0,551.0
2018,Clemson,ACC,1054,515.0,526.0
2018,Coastal Carolina,Sun Belt,772,293.0,465.0
2018,Colorado,Pac-12,863,439.0,413.0
2018,Colorado State,Mountain West,866,507.99999999999994,344.0
2018,Connecticut,American Athletic,823,374.0,443.00000000000006
2018,Duke,ACC,937,499.99999999999994,428.0
2018,East Carolina,American Athletic,985,581.0,385.0
2018,Eastern Michigan,Mid-American,867,407.0,447.99999999999994
2018,Florida,SEC,871,370.0,483.0
2018,Florida Atlantic,Conference USA,823,333.0,481.00000000000006
2018,Florida International,Conference USA,844,374.0,456.0
2018,Florida State,ACC,837,480.0,345.0
2018,Fresno State,Mountain West,926,436.0,476.0
2018,Georgia,SEC,915,364.0,532.0
2018,Georgia Southern,Sun Belt,752,132.0,601.0
2018,Georgia State,Sun Belt,772,346.0,416.0
2018,Georgia Tech,ACC,849,138.0,701.0
2018,Hawai'i,Mountain West,950,580.0,354.0
2018,Houston,American Athletic,975,486.0,480.0
2018,Illinois,Big Ten,821,349.0,452.00000000000006
2018,Indiana,Big Ten,897,491.99999999999994,390.0
2018,Iowa,Big Ten,888,413.0,457.99999999999994
2018,Iowa State,Big 12,825,388.0,421.99999999999994
2018,Kansas,Big 12,807,407.99999999999994,386.0
2018,Kansas State,Big 12,785,313.0,457.0
2018,Kent State,Mid-American,894,450.00000000000006,430.0
2018,Kentucky,SEC,809,313.0,487.0
2018,Liberty,FBS Independents,921,460.0,454.0
2018,Louisiana,Sun Belt,892,363.0,514.0
2018,Louisiana Monroe,Sun Belt,785,399.0,377.0
2018,Louisiana Tech,Conference USA,898,488.0,394.0
2018,Louisville,ACC,776,415.0,350.0
2018,LSU,SEC,955,413.0,513.0
2018,Marshall,Conference USA,894,444.0,435.0
2018,Maryland,Big Ten,721,263.0,444.99999999999994
2018,Memphis,American Athletic,1017,428.0,572.0
2018,Miami,ACC,818,373.0,435.0
2018,Miami (OH),Mid-American,813,383.0,418.0
2018,Michigan,Big Ten,896,359.0,515.0
2018,Michigan State,Big Ten,950,505.0,426.0
2018,Middle Tennessee,Conference USA,963,503.99999999999994,440.0
2018,Minnesota,Big Ten,855,363.0,475.0
2018,Mississippi State,SEC,830,343.0,475.0
2018,Missouri,SEC,1008,446.0,535.0
2018,Navy,American Athletic,834,146.0,677.0
2018,NC State,ACC,978,494.99999999999994,460.0
2018,Nebraska,Big Ten,860,417.0,429.0
2018,Nevada,Mountain West,915,494.0,404.0
2018,New Mexico,Mountain West,748,300.0,442.0
2018,New Mexico State,FBS Independents,881,565.0,303.0
2018,North Carolina,ACC,807,411.0,378.0
2018,Northern Illinois,Mid-American,985,432.0,539.0
2018,North Texas,Conference USA,956,514.0,422.0
2018,Northwestern,Big Ten,1034,548.0,475.0
2018,Notre Dame,FBS Independents,941,434.0,490.00000000000006
2018,Ohio,Mid-American,851,319.0,518.0
2018,Ohio State,Big Ten,1101,565.0,523.0
2018,Oklahoma,Big 12,915,406.0,492.0
2018,Oklahoma State,Big 12,999,512.0,471.0
2018,Old Dominion,Conference USA,881,494.99999999999994,372.0
2018,Ole Miss,SEC,855,458.00000000000006,376.0
2018,Oregon,Pac-12,928,431.0,490.99999999999994
2018,Oregon State,Pac-12,902,462.0,428.0
2018,Penn State,Big Ten,888,399.0,472.0
2018,Pittsburgh,ACC,874,341.0,519.0
2018,Purdue,Big Ten,898,519.0,361.0
2018,Rice,Conference USA,836,370.0,451.0
2018,Rutgers,Big Ten,763,361.0,393.00000000000006
2018,San Diego State,Mountain West,821,335.0,466.0
2018,San José State,Mountain West,803,476.00000000000006,312.0
2018,SMU,American Athletic,856,482.0,361.0
2018,South Alabama,Sun Belt,732,314.0,409.99999999999994
2018,South Carolina,SEC,869,448.00000000000006,408.0
2018,Southern Mississippi,Conference USA,769,397.0,355.0
2018,South Florida,American Athletic,860,413.0,431.0
2018,Stanford,Pac-12,813,440.0,357.0
2018,Syracuse,ACC,1056,487.0,539.0
2018,TCU,Big 12,883,414.0,454.0
2018,Temple,American Athletic,926,448.0,465.99999999999994
2018,Tennessee,SEC,702,310.0,380.0
2018,Texas,Big 12,1026,487.0,520.0
2018,Texas A&M,SEC,959,455.0,481.00000000000006
2018,Texas State,Sun Belt,757,348.0,400.00000000000006
2018,Texas Tech,Big 12,961,545.0,398.0
2018,Toledo,Mid-American,917,409.0,492.99999999999994
2018,Troy,Sun Belt,842,386.0,437.99999999999994
2018,Tulane,American Athletic,822,313.0,501.0
2018,Tulsa,American Athletic,880,340.0,527.0
2018,UAB,Conference USA,945,353.0,577.0
2018,UCF,American Athletic,974,401.0,561.0
2018,UCLA,Pac-12,843,424.00000000000006,404.0
2018,UMass,FBS Independents,796,434.99999999999994,350.0
2018,UNLV,Mountain West,876,373.0,497.0
2018,USC,Pac-12,781,409.99999999999994,358.0
2018,Utah,Pac-12,966,426.0,514.0
2018,Utah State,Mountain West,931,460.0,448.0
2018,UTEP,Conference USA,728,344.0,374.99999999999994
2018,UT San Antonio,Conference USA,741,425.0,302.0
2018,Vanderbilt,SEC,839,425.00000000000006,401.0
2018,Virginia,ACC,839,377.0,446.0
2018,Virginia Tech,ACC,934,447.0,474.99999999999994
2018,Wake Forest,ACC,1054,468.0,567.0
2018,Washington,Pac-12,956,417.0,523.0
2018,Washington State,Pac-12,938,671.0,256.0
2018,Western Kentucky,Conference USA,841,443.0,387.0
2018,Western Michigan,Mid-American,938,404.0,523.0
2018,West Virginia,Big 12,862,463.0,382.0
2018,Wisconsin,Big Ten,856,318.0,528.0
2018,Wyoming,Mountain West,754,288.0,451.0
2019,Air Force,Mountain West,863,129.0,721.0
2019,Akron,Mid-American,712,443.00000000000006,262.0
2019,Alabama,SEC,829,408.0,409.0
2019,Appalachian State,Sun Belt,951,379.0,561.0
2019,Arizona,Pac-12,864,446.0,409.0
2019,Arizona State,Pac-12,838,404.0,412.0
2019,Arkansas,SEC,779,420.0,345.0
2019,Arkansas State,Sun Belt,913,490.99999999999994,402.0
2019,Army,FBS Independents,851,138.0,707.0
2019,Auburn,SEC,928,398.0,513.0
2019,Ball State,Mid-American,893,384.0,494.0
2019,Baylor,Big 12,929,463.0,452.0
2019,Boise State,Mountain West,961,476.0,470.0
2019,Boston College,ACC,947,307.0,628.0
2019,Bowling Green,Mid-American,818,344.0,468.0
2019,Buffalo,Mid-American,916,280.0,625.0
2019,BYU,FBS Independents,913,479.0,417.0
2019,California,Pac-12,828,399.0,418.0
2019,Central Michigan,Mid-American,984,484.0,486.0
2019,Charlotte,Conference USA,829,332.0,487.0
2019,Cincinnati,American Athletic,972,393.0,564.0
2019,Clemson,ACC,1053,507.0,533.0
2019,Coastal Carolina,Sun Belt,831,343.0,474.0
2019,Colorado,Pac-12,847,421.0,409.0
2019,Colorado State,Mountain West,822,456.0,352.0
2019,Connecticut,American Athletic,796,404.99999999999994,381.0
2019,Duke,ACC,851,393.0,443.0
2019,East Carolina,American Athletic,888,452.99999999999994,412.0
2019,Eastern Michigan,Mid-American,873,469.0,389.0
2019,Florida,SEC,853,479.0,357.0
2019,Florida Atlantic,Conference USA,1048,513.0,516.0
2019,Florida International,Conference USA,866,386.0,459.0
2019,Florida State,ACC,893,467.00000000000006,420.0
2019,Fresno State,Mountain West,757,383.00000000000006,363.0
2019,Georgia,SEC,942,418.0,499.0
2019,Georgia Southern,Sun Belt,807,176.0,612.0
2019,Georgia State,Sun Belt,872,352.0,510.0
2019,Georgia Tech,ACC,700,285.0,411.99999999999994
